id,level,word,word_reading,meaning,sentence_jp,sentence_en
JLPT Tango N1 item 1389,N1,無謀,無謀[むぼう],reckless考えがたりないこと。深く考えないこと。むちゃなこと。,無謀な運転をする車が走っていった。,A car with a reckless driver passed by.
JLPT Tango N1 item 1390,N1,轢き逃げ,轢[ひ]き 逃[に]げ,hit-and-run (causing personal injury),轢き逃げした犯人が逃げている。,The hit-and-run criminal is on the loose.
JLPT Tango N1 item 1391,N1,立ち去る,立ち去[たちさ]る,"to leave, to depart, to take one's leave［自五］立ってその場から去る。たちのく。",運転手は負傷者を無視して立ち去ったらしい。,The driver apparently ignored the injured person and drove away.
JLPT Tango N1 item 1392,N1,通報,通報[つうほう],"report, notification, tip, bulletin",目撃者が直ぐに110番に通報した。,The witness immediately called 110 (the police).
JLPT Tango N1 item 1393,N1,出動,出動[しゅつどう],dispatch,目撃者の通報でパトカーが出動した。,The patrol car was dispatched immediately after the witness’ report.
JLPT Tango N1 item 1394,N1,証拠,証拠[しょうこ],proof,犯人の逮捕に必要な証拠を探す。,Look for necssary proof to arrest the criminal.
JLPT Tango N1 item 1395,N1,根拠,根拠[こんきょ],"basis, grounds, foundation, reason, authority",犯人の話には根拠がない。,The criminal’s story is groundless.
JLPT Tango N1 item 1396,N1,消し去る,消し去[けしさ]る,"to get rid of, to erase, to dispel, to eradicate, to wipe away",犯人は現場の証拠を全て消し去った。,The criminal wiped away all proof at the crime scene.
JLPT Tango N1 item 1397,N1,誤魔化す,誤魔化[ごまか]す,"to falsify, to misrepresent, to lie about, to tamper with「ごまかす」の当て字の書き方。「ごまかす」とは、都合の悪いことを隠したり、相手に分からないようにすること。あるいは、質問などについてまともに答えないで、うやむやにすること。",犯人は事実を誤魔化している。,The criminal is lying about the truth.
JLPT Tango N1 item 1398,N1,妨害,妨害[ぼうがい],obstruction,事故の捜査を妨害するものがいる。,There is someone that is obsctructing the investigation into the accident.
JLPT Tango N1 item 1399,N1,あわや,あわや,nearly; almost; on the verge (of happening).［副］目前に迫った極端な事態（特に、危難）を回避したさま。,あわや大事故になるところだった。,I escaped a major accident in the nick of time.
JLPT Tango N1 item 1400,N1,別状,別状[べつじょう],serious condition［名］ふつうとは違った状態。異状。,幸い負傷者の命に別状はないそうだ。,Fortunately the condition of the injured person is not serious.
JLPT Tango N1 item 1401,N1,身元,身元[みもと],"(one's) identity, background, upbringing, birth (and parentage)",警察が負傷者の身元を調べている。,The police is checking the identity of the injured person.
JLPT Tango N1 item 1402,N1,当人,当人[とうにん],person in question,警察が事故を起こした当人に話しを聞いた。,The police listened to the story of the person who caused the accident.
JLPT Tango N1 item 1403,N1,痛ましい,痛[いた]ましい,"目を 背[そむ]けたくなるほどに心が痛むさま。pitiful, heartbreaking, heartrending, touching, tragic, sad, hurtful",余りに痛ましい事故に社会が憤っている。,Society is angry at the pitiful accident.
JLPT Tango N1 item 1404,N1,憤る,憤[いきどお]る,"to be angry, to resent, to be enraged, to be indignant腹を立てる。おこる。",被害者は、逃げ続ける犯人に憤っている。,The victim resents the criminal who continues to run.
JLPT Tango N1 item 1405,N1,見抜く,見抜[みぬ]く,see through［他五］隠されている物事の本質・真相などを直観的に知る。奥底まで見とおす。,警察が犯人の嘘を見抜いた。,The police saw through the criminal’s lies.
JLPT Tango N1 item 1406,N1,究明,究明[きゅうめい],investigation,事故の原因を究明する。,I will investigate the cause of the accident.
JLPT Tango N1 item 1407,N1,合致,合致[がっち],match,目撃者の証言と状況が合致した。,The witness’ statement and the circumstances matched.
JLPT Tango N1 item 1408,N1,自首,自首[じしゅ],turn oneself in,事故の翌日、犯人が自首した。,The criminal turned himself in the day after the accident.
JLPT Tango N1 item 1409,N1,手抜き,手抜[てぬ]き,"omitting crucial steps, cutting corners, skimping［名・自他サ変］しなくてはならない手続きや手数を故意に省くこと。",建設会社の手抜き工事で事故が起きた。,The accident occured because of the corner-cutting contstruction by the contruction company.
JLPT Tango N1 item 1410,N1,再現,再現[さいげん],"reproduction, reenactment, recreation",現場で事故を再現する。,Reenact the accident at the scene.
JLPT Tango N1 item 1411,N1,賠償,賠償[ばいしょう],compensation,事故を起こした者は犠牲者に賠償する責任がある。,The person who caused the accident has the duty to compensate the victim.
JLPT Tango N1 item 1412,N1,再三,再三[さいさん],"again and again, repeatedly",警察は再三、安全運転を訴えている。,The police repeatedly urged safe drving.
JLPT Tango N1 item 1413,N1,後を絶たない,後[あと] を 絶[た]たない,never cease同じような物事が次々に起こったり継続したりして絶えることがない。,この道路では交通事故が後を絶たない。,Traffic accidents never cease on this road.
JLPT Tango N1 item 1414,N1,脅す,脅[おど]す,threaten［他五］意のままに従わせようとして相手に怖い思いをさせる。怖がらせる。おどかす。,若い男が通行人を脅して金を奪った。,A young man threatened the passerby and robbed his cash.
JLPT Tango N1 item 1415,N1,不審,不審[ふしん],suspicious,近所で不審な人物が目撃されていた。,A suspicious person was witnessed in the neighborhood.
JLPT Tango N1 item 1416,N1,手口,手口[てぐち],"method, modus operandi悪いことをするやり方。",事件の手口が明らかになった。,The modus operandi of the case became apparent.
JLPT Tango N1 item 1417,N1,巧妙な,巧妙[こうみょう] な,clever,巧妙な手口からして、犯人はプロだろう。,"Guessing from the clever trick, the criminal is probably a professional."
JLPT Tango N1 item 1418,N1,偽造,偽造[ぎぞう],fraud,カードを偽造するグループが逮捕された。,The card fraud group was arrested.
JLPT Tango N1 item 1419,N1,目論む,目論[もくろ]む,to plan; to form a plan; to scheme; to envision; to intend to do［他五］計画をめぐらす。くわだてる。,犯人は完全犯罪を目論んでいる。,The criminal is scheming a perfect crime.
JLPT Tango N1 item 1420,N1,悪どい,悪[あく]どい,"crooked; vicious; wicked; nasty; unscrupulous, flashy, bad",過去に例がない悪どい手口だ。,"That is an unprecedented, wicked method."
JLPT Tango N1 item 1421,N1,浅ましい,浅[あさ]ましい,shameful「あさましい」とは、下劣・品性が卑しいことを意味する表現である。,お年寄りのお金を騙し取るなんて浅ましい。,It’s shameful to trick an elderly person for money.
JLPT Tango N1 item 1422,N1,逃れる,逃[のが]れる,escape❶危険な所や好ましくない状態などを避けて、離れた所に身を置く。❷不都合な状態を回避する。まぬかれる。,最も怪しい男が取り調べを逃れたままだ。,The most suspicious man is escaping questioning.
JLPT Tango N1 item 1423,N1,逃げ出す,逃げ出[にげだ]す,run away,犯人と思われる男が警察から逃げ出した。,The man believed to be the criminal fled from the police.
JLPT Tango N1 item 1424,N1,逃す,逃[のが]す,let escape［他］捕らえようとしたものをつかまえそこなう。逸する。,警察のミスで犯人を逃してしまった。,The criminal escaped due to police error.
JLPT Tango N1 item 1425,N1,足掻く,足掻[あが]く,struggle❶馬などが前に進もうとして地面を蹴立てる。❷手足を振り動かしてもがく。じたばたする。❸苦境などから逃れようとして必死になる。あくせくする。,犯人がどう足掻いても、逮捕は時間の問題だ。,"No matter how much the criminal struggles, their arrest is matter of time."
JLPT Tango N1 item 1426,N1,一連,一連[いちれん],series,一連の事件には、いくつか共通点がある。,The series of cases have some commonalities.
JLPT Tango N1 item 1427,N1,根底,根底[こんてい],"root, basis, foundation",この事件の根底には現代の社会問題がある。,Behind this case lies modern social problems.
JLPT Tango N1 item 1428,N1,同一,同一[どういつ],same,二つの事件の犯人は、恐らく同一人物だ。,The criminal of both cases is probably the same person.
JLPT Tango N1 item 1429,N1,真実,真実[しんじつ],fact,事件に関する真実が明らかになりつつある。,Facts related to this case are gradually being revealed.
JLPT Tango N1 item 143<br>(one's fundamental thoughts or frame of mind),N1,意地[2],意地[いじ],disposition; nature人の性質。気立て。,あの人は意地が悪い。,That person is mean.
JLPT Tango N1 item 143<br>(one's strong conviction),N1,意地[1],意地[いじ],stubbornness; pride自分の考えを無理にでも通そうとする気持ち。,二人とも意地があって、 互いに謝れなかった。,Both were stubborn and refused to apologize.
JLPT Tango N1 item 1430,N1,真相,真相[しんそう],truth,真相はまだ闇の中だ。,The truth is still unknown.
JLPT Tango N1 item 1431,N1,報じる,報[ほう]じる,report,昨日の事件が大きく報じられた。,Yesterday’s case was reported widely.
JLPT Tango N1 item 1432,N1,騒ぎ立てる,騒ぎ立[さわぎた]てる,get all excited大さわぎをする。また、目立つようにうるさくいう。,事件についてマスコミが騒ぎ立てている。,The mass media is all excited about the case.
JLPT Tango N1 item 1433,N1,揺るがす,揺[ゆ]るがす,rock,これは社会を揺るがすような大事件だ。,This is a major case that rocked society.
JLPT Tango N1 item 1434,N1,引き起こす,引き起[ひきお]こす,trigger,マスコミの報道が混乱を引き起こした。,The reporting by the mass media caused the confusion.
JLPT Tango N1 item 1435,N1,攫われる,攫[さら]われる,abducted奪い取られた状態で逃げられることを意味する表現。人が連れ去られる様子などを示す際にも用いられる。,この近くで幼い子供が攫われた。,A small child was abducted near here.
JLPT Tango N1 item 1436,N1,詐欺,詐欺[さぎ],fraud,お年寄りを ターゲット にした詐欺が急増している。,Cases of fraud targeting old people are increasing drastically.
JLPT Tango N1 item 1437,N1,挙げ句の果て,挙[あ]げ 句[く]の 果[は]て,"finally, in the end, on top of all that結果、結局。紆余曲折を経て、その結果。あまり好ましくない結果に至った場合に用いることが多い。",犯人は犯行を続け、挙げ句の果てに海外に逃げた。,The criminal repeatedly commit the crime and ultimately flew overseas.
JLPT Tango N1 item 1438,N1,推測,推測[すいそく],"guess, conjecture",警察は犯行の動機を推測する。,The police speculate as to the motive of the crime.
JLPT Tango N1 item 1439,N1,断定,断定[だんてい],"conclusion, decision, judgement, declaration",警察はその事件を殺人事件と断定した。,The police declared the case to be a homicide.
JLPT Tango N1 item 1440,N1,突き止める,突き止[つきと]める,"to determine (esp. a culprit or underlying cause), to pin down, to ascertain, to locate, to identify",警察が漸く事件の真相を突き止めた。,The police finally determined the facts behind the case.
JLPT Tango N1 item 1441,N1,指さす,指[ゆび]さす,point,被害者が犯人の逃げた方向を指さした。,The victim pointed in the direction that the criminal escaped.
JLPT Tango N1 item 1442,N1,不当,不当[ふとう],"unfair, unjust",ある男性が不当な捜査で逮捕された。,A man was arrested due to unfair investigation.
JLPT Tango N1 item 1443,N1,杜撰,杜撰[ずさん],sloppy,杜撰な捜査で、証拠が残らなかった。,Evidence was lost due to a sloppy investigation.
JLPT Tango N1 item 1444,N1,手掛かり,手[て]がかり,"clue, lead, key, trail, scent, track",事件解決の手掛かりが中々つかめない。,They were unable to grasp any clues to solving the case.
JLPT Tango N1 item 1445,N1,取り調べ,取り調[とりしら]べ,"investigation (e.g. by police or prosecutors), examination, inquiry, enquiry",警察の取り調べが始まった。,Police questioning has started.
JLPT Tango N1 item 1446,N1,追い詰める,追い詰[おいつ]める,corner,警察は折角追い詰めた犯人を逃した。,The police released the criminal they had managed to corner.
JLPT Tango N1 item 1447,N1,行き詰まる,行き詰[いきず]まる,reach a dead end,捜査は行き詰っているようだ。,The investigation is at a dead end.
JLPT Tango N1 item 1448,N1,裁く,裁[さば]く,"to judge, to decide, to sit in judgement, to try",犯人は法律によって裁かれる。,The criminal will be punished according to law.
JLPT Tango N1 item 1449,N1,有罪,有罪[ゆうざい],guilty,犯人は裁判で有罪になった。,The criminal was found guilty in trial.
JLPT Tango N1 item 1450,N1,若しくは,若[も]しくは,or; otherwise,刑期は3年、若しくは5年だろう。,The sentence will likely be three to five years of imprisonment.
JLPT Tango N1 item 1451,N1,刑務所,刑務所[けいむしょ],prison,刑期が決まると、犯人は刑務所に入ることになる。,"Once the sentence is given, the criminal will go to prison."
JLPT Tango N1 item 1452,N1,治安,治安[ちあん],"public order, public peace, public security, law and order",日本は夜出かけても危険が少なく、治安がいい。,Japan is a safe country with people being able to stay out at night relatively safely.
JLPT Tango N1 item 1453,N1,世論,世論[よろん],"public opinion, popular voice, public sentiment, consensus",マスコミが政府の支持率を調査するため、世論調査を行った。,The mass media conducted a public survey on government support.
JLPT Tango N1 item 1454,N1,表向き,表向[おもてむ]き,"surface, appearance",表向きは平和な社会でも、様々な問題を抱えている。,Even a society that appears peaceful has many problems.
JLPT Tango N1 item 1455,N1,優位,優位[ゆうい],"predominance, superiority, ascendancy, advantage, supremacy",現代でも男性が優位な社会が多い。,"Even today, there are many societies where men stand superior."
JLPT Tango N1 item 1456<br>Short from ハンディキャップ,N1,ハンデ,ハンデ,"handicap, obstacles→ハンディキャップ",まだまだ女性の昇進にはハンデがある。,There are still obstacles to women’s promotions.
JLPT Tango N1 item 1457,N1,格差,格差[かくさ],disparity,日本では経済的格差が拡大していると言われる。,Economic disparity is said to be spreading in Japan.
JLPT Tango N1 item 1458,N1,不服,不服[ふふく],dissatisfaction,彼は会社の処分について不服を訴えた。,He claimed his disapproval over the company’s penalty.
JLPT Tango N1 item 1459,N1,大々的,大々的[だいだいてき],major,A国で国民による大々的なデモがあった。,There was a major demonstration by the citizens in country A.
JLPT Tango N1 item 1460,N1,誇大,誇大[こだい],exaggerated,商品の誇大な広告は信用できない。,An exaggerated advertisement of a product cannot be trusted.
JLPT Tango N1 item 1461<br>From デマゴギー.,N1,デマ,デマ,false rumor (rumour); false alarm; misinformation〚＜G Demagogie〛 demagogy; 〔政治的な扇動〕 demagogy; 〔うそのうわさ〕 a ┏false [wild] rumor; misinformation.,恰も真実のように伝えられた報道はデマだった。,The reporting that sounded like truth was a demagogy.
JLPT Tango N1 item 1462,N1,速報,速報[そくほう],news flash,テレビやネットでニュース速報が伝えられた。,A news flash appeared on the television and the internet.
JLPT Tango N1 item 1463,N1,行き渡る,行き渡[いきわた]る,"to diffuse, to spread throughout, to prevail, to become widespread, to reach everyone❶あますところなくすべてに届く。すみずみにまで及ぶ。❷広く普及する。",A市は災害時に住民に十分に行き渡る水を配給した。,City A distributed enough water for all residents during the disaster.
JLPT Tango N1 item 1464<br>Suspend this card if you don't need to learn katakana-words.,N1,アイデンティティー,アイデンティティー,identity,民族的文化的アイデンティティは尊重されるべきだ。,Ethnological and cultural identity must be respected.
JLPT Tango N1 item 1465,N1,主体,主体[しゅたい],main constituent,一般の人々が主体となる社会が理想だ。,It is an ideal society where the ordinary people are the main constituents.
JLPT Tango N1 item 1466,N1,貢献,貢献[こうけん],contribution,社会に貢献した人たちが賞を授かった。,People who contributed to society won an award.
JLPT Tango N1 item 1467,N1,名誉,名誉[めいよ],honor/honorable,文化の発展に貢献できたことを名誉に思う。,I am honored to have been able to contribute to cultural development.
JLPT Tango N1 item 1468,N1,及ぶ,及[およ]ぶ,"amount to, lead to,&nbsp;to extend",指導者の影響力が社会全体に及ぶ。,The influence of a leader affects the entire society.
JLPT Tango N1 item 1469,N1,恵む,恵[めぐ]む,"donate,&nbsp;to give (money, etc.)",名前を明かさないまま貧しい人にお金を恵む。,Donate money to poor people without revealing your identity.
JLPT Tango N1 item 1470,N1,有する,有[ゆう]する,"to have, to possess, to own, to be endowed with",全ての人が自分の行動に責任を有している。,Everyone is responsible for their own actions.
JLPT Tango N1 item 1471,N1,出直す[1],出直[でなお]す,"to make a fresh start, to turn over a new leaf",世間を欺いた政治家は二度と出直すことはできない。,A politician who lied to society will never be able to make a fresh start.
JLPT Tango N1 item 1471,N1,出直す[2],出直[でなお]す,"to call again, to visit again, to come again",友達の家を訪ねたが留守だった。また出直そう。,"I visited my friend, but he wasn’t at home so I will come again."
JLPT Tango N1 item 1472<br>Suspend this card if you don't need to learn katakana-words.,N1,カテゴリー,カテゴリー,category,この二つの問題はカテゴリーが異なる。,The two issues are of different categories.
JLPT Tango N1 item 1473,N1,不穏な,不穏[ふおん] な,"disquieting, threatening, turbulent, restless, unsettled, disturbing",社会全体に不穏な空気が漂っている。,An ominous atmosphere permeates the entire society.
JLPT Tango N1 item 1474,N1,淀む[1],淀[よど]む,become thick/become stagnantよどむ【淀む・澱む】,教室の空気が淀んでいたので、窓を開けて換気した。,The air in the classroom was thick so I opened the window for ventilation.
JLPT Tango N1 item 1474,N1,淀む[2],淀[よど]む,become thick/become stagnantすらすらと進まない。とどこおる。,現代の淀んだ社会を何とかしたい。,I want to do something with today’s stagnant society.
JLPT Tango N1 item 1475,N1,案じる,案[あん]じる,worry❶よく考える。❷心配する。,若者から将来を案じる声が聞かれる。,We hear voices from the young people who worry about the future.
JLPT Tango N1 item 1476,N1,同感,同感[どうかん],agree,国民の多くが彼の意見に同感し、投票した。,Many citizens agreed with his views and voted for him.
JLPT Tango N1 item 1477,N1,なあなあ,なあなあ,"compromise, collusion, give and take, not making a fuss, closing one's eyes (to)［名］いい加減なところで折り合いをつけること。なれあい。",なあなあの関係では、きちんとした話し合いにならない。,A colluding relationship makes it difficult to conduct proper negotiations.
JLPT Tango N1 item 1478,N1,露呈,露呈[ろてい],"illustration;&nbsp;exposure, disclosure［名・自他サ変］よくない事柄が外にあらわれ出ること。また、さらけ出すこと。",この件で日本社会が抱える問題が露呈した。,This case illustrated the problem of Japanese society.
JLPT Tango N1 item 1479,N1,暗示,暗示[あんじ],"implication;&nbsp;hint, suggestion",アナリストが今後の経済回復を暗示した。,The analyst connoted future economic recovery.
JLPT Tango N1 item 1480,N1,朗報,朗報[ろうほう],good news,不況の中、経済に関する朗報が伝わってきた。,Good news regarding the economy came in amid the stagnant economy.
JLPT Tango N1 item 1481,N1,出現,出現[しゅつげん],"appearance, arrival, make one's appearance",今こそ偉大なリーダーの出現が期待されている。,People are waiting for the appearance of a great leader today.
JLPT Tango N1 item 1482,N1,特有,特有[とくゆう],"characteristic (of), peculiar (to)",海外からの観光客は日本特有な文化に興味がある。,Tourists from abroad are interested in the culture particular to Japan.
JLPT Tango N1 item 1483,N1,予告,予告[よこく],advance notice,労働者を解雇する際は30日前までの予告が必要だ。,One needs to give 30 days of advanced notice to fire a worker.
JLPT Tango N1 item 1484,N1,施行,施行[しこう],"putting in force (a law), putting into operation, putting into effect, enforcement",来月から新しい法律が施行される。,A new law will go into effect next month.
JLPT Tango N1 item 1485,N1,且つ,且[か]つ,"and, moreover, besides, as well as, and on top of that, at the same time",現代社会は複雑、且つ不安定である。,Modern society is complex and unstable.
JLPT Tango N1 item 1486,N1,内閣,内閣[ないかく],"cabinet (of a government), ministry",新しい内閣のメンバーが決定した。,The new cabinet members have been decided.
JLPT Tango N1 item 1487,N1,体制,体制[たいせい],"order, system, structure, set-up, organization",漸く国の新しい体制が整った。,The new administration of the country was finally set up.
JLPT Tango N1 item 1488,N1,有力,有力[ゆうりょく],prominent,有力な政治家が大臣に選ばれた。,A prominent politician was chosen as a minister.
JLPT Tango N1 item 1489,N1,声明,声明[しょうみょう],statement,政府から新しい方針に関する声明がだされた。,The government made a statement about the new policy.
JLPT Tango N1 item 1490,N1,会見,会見[かいけん],news conference,首相がマスコミの前で会見した。,The prime minister held a news conference in front of the press.
JLPT Tango N1 item 1491,N1,意向,意向[いこう],intention,国のトップとしての意向を国民に伝える。,He shared his intention as the top of the country to the citizens.
JLPT Tango N1 item 1492,N1,弁明,弁明[べんめい],"explanation, excuse, clarification, vindication, apology",A議員は自身の問題発言を弁明した。,Parliamentarian A defended his problematic statements.
JLPT Tango N1 item 1493,N1,明かす[1],明[あ]かす,"to reveal, to divulge, to disclose, to expose",首相が今後の外国訪問の予定を明かした。,The prime minister revealed his future plans to visit other nations.
JLPT Tango N1 item 1493,N1,明かす[2],明[あ]かす,"to pass (the night), to spendねむらないで夜をすごす。",緊急国会が長引き、とうとう夜を明かした。,The emergency diet session continued all throughout the night.
JLPT Tango N1 item 1494,N1,率いる,率[ひき]いる,"to lead, to spearhead (a group), to command (troops)",人気のある政治家が率いる新しい政党が誕生した。,A new political party headed by a popular politician was formed.
JLPT Tango N1 item 1495,N1,結成,結成[けっせい],formation,此の所、次々と新しい政党が結成されている。,"Recently, we see many new political parties being formed."
JLPT Tango N1 item 1496,N1,保守的な,保守的[ほしゅてき] な,conservative,候補者の中には保守的な考えを持つ若者も多い。,There are conservative youngsters among the candidates.
JLPT Tango N1 item 1497,N1,極端,極端[きょくたん],extremity/extreme,極端な考えは人々に理解されにくい。,People with extreme ideas are not understood by many.
JLPT Tango N1 item 1498,N1,賢明な,賢明[けんめい] な,wise,政府の賢明な判断が望まれる。,We await a wise decision by the government.
JLPT Tango N1 item 1499,N1,思惑,思惑[おもわく],"purpose, intention, motive, ulterior motive❶口には出さないが、心の中にもっている考え。意図。❷評判。",大臣の思惑は不明だ。,The minister’s expectation is unknown.
JLPT Tango N1 item 1500,N1,有耶無耶,有耶無耶[うやむや],"obscure, vague［形動］どうなっているのか、はっきりしないさま。あいまい。あやふや。",何事も有耶無耶な儘にするのは良くない。,Keeping things vague is not good.
JLPT Tango N1 item 1501,N1,可決,可決[かけつ],"approval, adoption (of a motion, bill, etc.), passage議案をそれでよいと決めること。",国会で新しい法律案が可決された。,The new law was passed in parliament.
JLPT Tango N1 item 1502,N1,押し切る,押し切[おしき]る,"to overcome (opposition), to push past, to force one's way反対・抵抗などを押しのけてやり通す。",野党の反対は押し切られた。,The opposition party’s opposition was overpowered.
JLPT Tango N1 item 1503,N1,委ねる,委[ゆだ]ねる,"to entrust (a matter) to, to leave toほかの人にまかせる。",この問題に関する判断を国民に委ねる。,Decision on this issue will be put in the hands of the people.
JLPT Tango N1 item 1504,N1,当選,当選[とうせん],being elected,今回の選挙で多くの新人議員が当選した。,Many new parliamentarians were elected in the elections.
JLPT Tango N1 item 1505,N1,棄権,棄権[きけん],"abstention (from voting), renunciation (of a right), withdrawal (from a contest)",選挙を棄権するのは国民として無責任だ。,Abstaining from voting is irresponsible as a citizen.
JLPT Tango N1 item 1506,N1,暴露,暴露[ばくろ],reveal,政治家の過去の問題が暴露された。,The politician’s past problem was revealed.
JLPT Tango N1 item 1507,N1,欺く,欺[あざむ]く,to deceive; to delude; to trick; to fool.,国民を欺くような態度は許されない。,An attitude that misleads the citizens is unforgivable.
JLPT Tango N1 item 1508,N1,遺憾,遺憾[いかん],"regrettable, unsatisfactory, deplorable, lamentable",大臣の不正について、首相が遺憾の意を示した。,The prime minister expressed remorse over the minister’s corruption.
JLPT Tango N1 item 1509,N1,賄賂,賄賂[わいろ],bribe,政治家が賄賂を受け取っていたことが発覚した。,It became known taht the politician received bribes.
JLPT Tango N1 item 151<br>(red has a meaning that it can be seen clearly by anybody),N1,赤の他人,赤[あか]の 他人[たにん],complete stranger,私と彼は会ったこともなく、赤の他人だ。,He is a complete stranger. I’ve never met him before.
JLPT Tango N1 item 1510,N1,背く,背[そむ]く,"to run counter to, to go against, to disobey, to infringe❶規則・約束・教えなどに反する行動をとる。❷国家や主君に異を唱えて敵に回る。叛逆する。～を裏切る。［叛］ も好まれるが、今は［背］ が一般的。",あの政治家は権力に背いて意志を貫いた。,That politician turned his back to authority and stood by his convictions.
JLPT Tango N1 item 1511,N1,過ち,過[あやま]ち,"offense;&nbsp;fault, error, indiscretion, faux pas",大きな過ちを犯した政治家が逮捕された。,A politician that commited a grave offense was arrested.
JLPT Tango N1 item 1512,N1,狙う,狙[ねら]う,"to be after (something or someone), to have an eye on, to plan to make one's ownto aim for, to set up as a goal",彼女は大臣のポストを狙っているのだろう。,She is probably eyeing the minister’s position.
JLPT Tango N1 item 1513,N1,財政,財政[ざいせい],public finance,国民は国の財政の安定を望んでいる。,The citizens want the country’s finances to be stable.
JLPT Tango N1 item 1514,N1,金融,金融[きんゆう],money and banking,日本銀行は新たな金融政策を行った。,The Bank of Japan enacted a new monetary policy.
JLPT Tango N1 item 1515,N1,緩和,緩和[かんわ],easing［名］景気を回復するために、中央銀行が公定歩合の引き下げ・資金供給量の増加などを行い、資金調達を容易にすること。,景気を好転させるためには、金融緩和政策が必要だ。,A monetary easing is necessary to revive the economy.
JLPT Tango N1 item 1516,N1,好転,好転[こうてん],recovery,専門家は経済が好転すると予想している。,Experts forecast that the economy will recover.
JLPT Tango N1 item 1517,N1,陥る,陥[おちい]る,fall into陥る＝落ち入る,国は深刻な不況に陥った。,The country fell into a deep recession.
JLPT Tango N1 item 1518,N1,抑制,抑制[よくせい],"control, restraint, suppression, constraint, curtailment, inhibition, check, curb",日本の中央銀行は深刻なデフレを抑制する。,Japan’s central bank contained a serious threat of defaltion.
JLPT Tango N1 item 1519<br>Suspend this card if you don't need to learn katakana-words.,N1,バブル,バブル,bubble economy,９０年代に入ってすぐにバブルが崩壊した。,The economic bubble burst in the early 90s.
JLPT Tango N1 item 1520,N1,見通し,見通[みとお]し,outlook; perspective将来を予測すること。物事のなりゆきを察知すること。,景気回復の見通しが、中々つかない。,It is difficult to provide an outlook on economic recovery.
JLPT Tango N1 item 1521,N1,兆し,兆[きざ]し,"signs, symptomsきざし【兆し・萌し】",国の経済に明るい兆しが見えてきた。,The country is showing signs of economic recovery.
JLPT Tango N1 item 1522,N1,対策,対策[たいさく],measures,効果的な景気回復の対策が待たれる。,People await effective economic stimulus.
JLPT Tango N1 item 1523,N1,操る[1],操[あやつ]る,"to manipulate;&nbsp;to pull the strings, to control from the shadows, to mastermind",彼は日本経済を操るほどの有力者だ。,He is an influential figure that can even manipulate Japan’s economy.
JLPT Tango N1 item 1523,N1,操る[2],操[あやつ]る,"to manipulate;&nbsp;to have a good command of (a language), to play proficiently (of a musical instrument)",彼女は5か国語を操る。,She can speak five languages.
JLPT Tango N1 item 1524,N1,散蒔く,散蒔[ばらま]く,scatter about❶ばらばらに散らしてまく。あちこちにまき散らす。❷金品などをあちこちの人に配る。【ばら撒く・ばら蒔く・散蒔く・散播く】,政府はお金を散蒔いているだけだと批判されている。,The government is criticized for merely handing out money.
JLPT Tango N1 item 1525,N1,公表,公表[こうひょう],announcement,政府が今年度の経済統計を公表した。,The government announced economic statistics for this fiscal year.
JLPT Tango N1 item 1526,N1,推移,推移[すいい],"transition, change, progress, development, shift",このグラフは国民の所得の推移を示している。,This graph shows the change in citizens’ income.
JLPT Tango N1 item 1527,N1,上昇,上昇[じょうしょう],rise,昨年から物価が上昇している。,Prices have been rising since last year.
JLPT Tango N1 item 1528,N1,飛躍的,飛躍的[ひやくてき],rapid,A国の経済は飛躍的に発展した。,The economy of country A has improved rapidly.
JLPT Tango N1 item 1529,N1,遂げる[1],遂[と]げる,"to accomplish, to achieve, to carry out",A国の経済力は大きな飛躍を遂げた。,Country A’s economic power has achieved rapid progress.
JLPT Tango N1 item 1529,N1,遂げる[2],遂[と]げる,"to arrive at (a certain outcome), to come to, to end with",彼は転落の人生を歩み、悲惨な死を遂げた。,He spent a life of downfall and met a tragic death.
JLPT Tango N1 item 1530,N1,運用,運用[うんよう],"making use of, application, practical use, effective management (e.g. of funds)",政府は国民の老後のための保証金を運用している。,The government invests security money to be used for people after they retire.
JLPT Tango N1 item 1531,N1,融資,融資[ゆうし],financing; loan,銀行は有望な企業に積極的に融資する。,The bank agressively lends to promising corporations.
JLPT Tango N1 item 1532,N1,外貨,外貨[がいか],foreign currency,外貨のレートは毎日変わる。,The foreign exchange rate changes daily.
JLPT Tango N1 item 1533,N1,有数,有数[ゆうすう],"prominent, leading, foremost, distinguished",A銀行は世界でも有数の銀行だ。,Bank A is one of the most prominent banks in the world.
JLPT Tango N1 item 1534,N1,流通,流通[りゅうつう],circulation,この国では外貨は流通していない。,Foreign currency is not circulating in this country.
JLPT Tango N1 item 1535,N1,頭打ち,頭打[あたまう]ち,"reaching a peak, reaching the limit, plateauing, maxing out「頭打ち」は、「上昇の限界を迎えた」という意味で幅広く使えるが、とりわけ「相場の取引価格」や「成長性分析で用いる指標」のような、上昇・成長をよしとする数値が上限に達した（らしい）という状況を指して用いられることが多い。もちろん数値化の難しい抽象的な物事についても「頭打ち」と表現することはできる。",順調に伸びていた経済は頭打ちになった。,The economy which has been growing steadily hit the ceiling.
JLPT Tango N1 item 1536,N1,乗っ取る,乗っ取[のっと]る,take over［他五］攻め入って自分のものにする。また、奪い取って自分の支配下に置く。,A社がＢ社を乗っ取ったと報道された。,The media reported that company A took over company B.
