id,level,word,word_reading,meaning,sentence_jp,sentence_en
"""JLPT Tango N3 item 0044",,滅多に,滅多[めった]に,rarely,東京に来てから、幼馴染みと滅多に会えない。,"Since coming to Tokyo, I'm rarely able to meet with my childhood friends."
"""JLPT Tango N3 item 0045",,暫く,暫[しばら]く,"a while, a moment❶ひさしぶり。やや長く感じられる間。例&nbsp;しばらくぶりですね。❷少しの間。例&nbsp;しばらくお待ちください。",幼馴染と暫く会っていない。,I haven't seen my childhood friend in a while.
"""JLPT Tango N3 item 0046-001",,別々,別々[べつべつ],different,親友とは別々の大学に進んだ。,I went on to a different college than my close friend.
"""JLPT Tango N3 item 0046-002",,別々,別々[べつべつ],separate,これは別々に入れて下さい。,Please put this in separately.
"""JLPT Tango N3 item 0047",,彼女,彼女[かのじょ],"girlfriend, she",彼女ができたので、毎日が楽しい。,"I have a girlfriend now, so every day is fun."
"""JLPT Tango N3 item 0048",,彼,彼[かれ],"boyfriend, he",両親は、彼をあまり好きじゃないようだ。,My parents don't really seem to like my boyfriend.
JLPT Tango N3 item 0048-2,N3,彼氏,彼氏[かれし],boyfriend,彼氏,
"""JLPT Tango N3 item 0049",,愛情,愛情[あいじょう],love,優しい人だと分かり、友情が愛情に変わった。,"I realized that he was a kind person, and our friendship turned to love."
"""JLPT Tango N3 item 0050",,出会い,出会[であ]い,encounter,それはドラマのような出会いだった。,Our meeting was like something out of a TV drama.
"""JLPT Tango N3 item 0051",,出会う,出会[であ]う,"to come across, to encounter",亜米利加に旅行したとき、彼女に出会った。,I met her when I traveled to America.
"""JLPT Tango N3 item 0052-1",,付き合う,付き合[つきあ]う,"to go out with, to date",二人は半年前から付き合っている。,Those two have been dating since six months ago.
"""JLPT Tango N3 item 0052-2",,付き合う,付き合[つきあ]う,"to accompany, to go with",これから友達の買い物に付き合う。,I'm going to go shopping with my friend now.
JLPT Tango N3 item 0052-3,N3,付き合い,付[つ]き 合[あ]い,socializing,付き合い,
"""JLPT Tango N3 item 0053",,交際,交際[こうさい] (する),association,彼女の両親が、二人の交際に反対している。,Her parents are against the couple's relationship.
"""JLPT Tango N3 item 0054",,記念,記念[きねん] (する),commemoration,彼女の卒業を記念して、写真を撮った。,We took a picture to commemorate her graduation.
"""JLPT Tango N3 item 0055",,記念日,記念日[きねんび],anniversary,明日は結婚記念日だ。,Tomorrow is my wedding anniversary.
"""JLPT Tango N3 item 0056",,喧嘩,喧嘩[けんか] (する),"fight, dispute",私達は、よく喧嘩する。,We fight a lot.
JLPT Tango N3 item 0056-2,N3,口喧嘩,口喧嘩[くちげんか](する),"argument, verbaldispute",口喧嘩(する),
"""JLPT Tango N3 item 0057",,言い返す,言い返[いいかえ]す,"to talk back, to retort",彼は注意されると、すぐ言い返す。,"Whenever anyone warns him about something, he immediately says something back."
"""JLPT Tango N3 item 0058",,謝る,謝[あやま]る,to apologize,私が怒ると、彼はすぐに謝る。,"When I get angry, he immediately apologizes."
"""JLPT Tango N3 item 0059",,仲直り,仲直[なかなお]り (する),"making up, reconciliation",３日前に喧嘩して、まだ仲直りしていない。,"We had a fight three days ago, and still haven't made up."
"""JLPT Tango N3 item 0060",,連れて行く,連[つ]れて 行[い]く,to take (someone) along,両親の家に彼女を連れて行きたい。,I want to take my girlfriend to my parent's house.
"""JLPT Tango N3 item 0061",,連れて来る,連[つ]れて 来[く]る,to bring (someone) along,兄が彼女を家に連れて来た。,My older brother brought his girlfriend home.
"""JLPT Tango N3 item 0062",,秘密,秘密[ひみつ],"secret, mystery",彼は私の秘密を、みんなに話した。,He told everyone my secret.
"""JLPT Tango N3 item 0063",,内緒,内緒[ないしょ],secret,この話は、絶対に内緒にしてね。,Please keep what we've talked about an absolute secret.
"""JLPT Tango N3 item 0064",,好かれる,好[す]かれる,to be liked他人から好感を持たれる。他人が自分に対して悪くない印象を持っているさま。,彼女は、みんなに好かれる人だ。,She is liked by everyone.
"""JLPT Tango N3 item 0065",,持てる,持[も]てる,to be popular,どうして彼が女性に持てるのか、分からない。,I don't understand why he is so popular with women.
"""JLPT Tango N3 item 0066",,振る,( 人[ひと] を) 振[ふ]る,"to dump, to turn down (someone)嫌ってはねつける。特に、求愛をしりぞける。袖にする。",弟は彼女に振られて、元気がない。,"My younger brother was dumped by his girlfriend, so he's depressed."
"""JLPT Tango N3 item 0067",,見合い,(お) 見合[みあ]い(する),"formal marriage interview, dating for the purpose of finding a spouse, arranged meeting",姉はお見合いの前に、美容院へ行った。,"Before going to her formal marriage interview, my older sister went to the beauty salon."
JLPT Tango N3 item 0067-2,N3,見合い結婚,見合[みあ]い 結婚[けっこん],arranged marriage見合いによって結ばれる結婚。,見合い結婚,
"""JLPT Tango N3 item 0068",,恋愛,恋愛[れんあい] (する),"love, affection",今は恋愛より、いい友達が欲しい。,"Right now, I'd like a good friend more than love."
JLPT Tango N3 item 0068-2,N3,恋愛結婚,恋愛[れんあい]結婚[けっこん],love marriage,恋愛結婚,
"""JLPT Tango N3 item 0069",,存在,存在[そんざい] (する),"existence, presence",恋人は、僕にとって大切な存在だ。,"To me, a lover is a very important thing."
"""JLPT Tango N3 item 0070",,相手,相手[あいて],"opponent, partner, other person",自分のことだけでなく、相手のことも考えよう。,"Think not only for yourself, but also for others."
"""JLPT Tango N3 item 0071",,助ける,助[たす]ける,"to save, to help",駅で困っている人を助けた。,I helped a person who was having trouble at the station.
"""JLPT Tango N3 item 0072",,助かる,助[たす]かる,"to be saved, to be helped",友達がレポートをチェックしてくれたので、助かった。,My friend helped me by checking my report for me.
"""JLPT Tango N3 item 0073",,支える,支[ささ]える,to support,国の両親が、いつも私を支えてくれる。,My parents back in my home country always support me.
"""JLPT Tango N3 item 0074",,誘う,誘[さそ]う,to invite,見たい映画があるので、友達を誘った。,"There is a movie I want to see, so I invited a friend."
JLPT Tango N3 item 0074-2,N3,誘い,誘[さそ]い,invitation,誘い,
"""JLPT Tango N3 item 0075",,待ち合わせる,待ち合[まちあ]わせる,to meet up with,駅前のカフェで、友達と待ち合わせた。,I met up with my friend at a café in front of the station.
JLPT Tango N3 item 0075-2,N3,待ち合わせ,待[ま]ち 合[あ]わせ,"meeting, appointment",待ち合わせ,
"""JLPT Tango N3 item 0076",,交換,交換[こうかん] (する),exchange,仕事の相手と、メールアドレスを交換した。,I exchanged e-mail addresses with a person I work with.
"""JLPT Tango N3 item 0077",,交流,交流[こうりゅう] (する),"exchange, networking",色々な国の人達と交流したい。,I want to network with people from many different countries.
"""JLPT Tango N3 item 0078",,断る,断[ことわ]る,"to refuse, to reject",兄の友達にデートに誘われたが、断った。,"My older brother's friend asked me out on a date, but I refused."
"""JLPT Tango N3 item 0079",,預ける,預[あづ]ける,"to deposit, to entrust to❶自分の物を人にたのんで、保管してもらう。❷あとしまつなどを人にまかせる。",旅行の間、友達にペットを預けた。,"While I was away on my trip, I entrusted my pet to my friend."
"""JLPT Tango N3 item 0080",,預かる,預[あず]かる,"to be deposited, to be entrusted to ~❶たのまれて、物をしまっておく。❷仕事などを責任をもって、引き受ける。",友達の旅行の間、彼女のペットを預かった。,"While my friend was away on a trip, I was entrusted with her pet."
"""JLPT Tango N3 item 0081",,可愛がる,可愛[かわい]がる,"to show affection, to favor",彼女は、みんなから可愛がられている。,She is favored by everyone.
"""JLPT Tango N3 item 0082",,甘やかす,甘[あま]やかす,"to spoil, to pamper",両親は弟を甘やかしている。,My parents spoil my younger brother.
"""JLPT Tango N3 item 0083",,付いて来る,付[つ]いて 来[く]る,to come with; to come along,散歩にいつも妹が付いて来る。,My younger sister always comes with me on walks.
JLPT Tango N3 item 0083-2,N3,付いて行く,付[つ]いて 行[い]く,to accompany; to follow;&nbsp;to keep up with,付いて行く,
"""JLPT Tango N3 item 0084",,抱く,抱[いだ]く/ 抱[だ]く,"to hug, to embrace, to hold",可愛い赤ちゃんを抱いた。,I held a cute baby.
"""JLPT Tango N3 item 0085",,話し掛ける,話[はな]し 掛[か]ける,"to talk to, to initiate a conversation",兄は、赤ちゃんに話し掛けた。,My older brother started talking to the baby.
"""JLPT Tango N3 item 0086",,無視,無視[むし] (する),ignoring,知り合いに話し掛けたのに、無視された。,"I tried to talk to an acquaintance of mine, but I was ignored."
"""JLPT Tango N3 item 0087",,振り向く,振り向[ふりむ]く,to turn around,後ろから名前を呼ばれて、振り向いた。,My name was called from behind me and I turned around.
"""JLPT Tango N3 item 0088",,頂く,頂[いただ]く,to receive (humble),部長に日本のお酒を頂いた。,I received some Japanese sake from the department chief.
"""JLPT Tango N3 item 0089",,下さる,下[くだ]さる,"to give (receiver's perspective, honorific)",社長の奥様が、お菓子を下さった。,The president's wife gave me some sweets.
"""JLPT Tango N3 item 0090",,差し上げる,差し上[さしあ]げる,to give (humble),先生に国のお土産を差し上げた。,I gave the teacher a souvenir from my country.
"""JLPT Tango N3 item 0091",,遣る,やる,to give,買ったばかりのバッグを妹に遣った。,I gave my little sister the bag I just bought.
"""JLPT Tango N3 item 0092",,与える,与[あた]える,"to give, to grant, to bestow",彼女は、私達に元気を与えてくれる人だ。,She is a person who cheers us up.
"""JLPT Tango N3 item 0093",,味方,味方[みかた],"ally, supporter, friend",私はいつも、あなたの味方です。,I will always be on your side.
"""JLPT Tango N3 item 0094",,悪口,悪口[わるぐち],"bad mouthing, foul language",人の悪口を言うのは、やめよう。,Let's stop bad mouthing people.
"""JLPT Tango N3 item 0095",,我々,我々[われわれ],"we, us (very formal expression, often used when giving speeches)",これが我々の意見です。,This is our opinion.
JLPT Tango N3 item 0095-2,N3,私達,私達[わたしたち],"we, us",私達,
"""JLPT Tango N3 item 0096",,真似,真似[まね] (する),"imitation, copy, mimic",人の真似ではなく、自分の考えを持とう。,Don't copy other people; try to have your own ideas.
"""JLPT Tango N3 item 0097",,名字,名字[みょうじ],"surname, family name",彼の名字は、迚も珍しい。,His surname is very uncommon.
"""JLPT Tango N3 item 0098",,性別,性別[せいべつ],gender,名前を書いて、性別に〇をして下さい。,Please write your name and circle the appropriate gender.
JLPT Tango N3 item 0098-1,N3,女性,女性[じょせい],female,女性,
JLPT Tango N3 item 0098-2,N3,男性,男性[だんせい],male,男性,
"""JLPT Tango N3 item 0099",,年齢,年齢[ねんれい],age,女性に年齢を聞いてはいけない。,You mustn't ask a woman her age.
"""JLPT Tango N3 item 0100",,高齢,高齢[こうれい],"old age, advanced age",日本には、高齢で元気な人が多い。,"In Japan, there are many people who are elderly and healthy."
JLPT Tango N3 item 0100-1,N3,年寄り,(お) 年寄[としよ]り,elderly person,(お)年寄り,
JLPT Tango N3 item 0100-2,N3,高齢化,高齢[こうれい]化[か],population aging,高齢化,
JLPT Tango N3 item 0100-3,N3,高齢者,高齢者[こうれいしゃ],elderly,高齢者,
"""JLPT Tango N3 item 0101",,老人,老人[ろうじん],"the aged, elderly people",ボウリングは、老人も好きなスポーツだ。,Bowling is a sport that elderly people also like.
"""JLPT Tango N3 item 0102",,幼児,幼児[ようじ],toddler (child over 1 but not yet of school age),この教室では、幼児が英語を勉強している。,"In this classroom, toddlers are studying English."
JLPT Tango N3 item 0102-1,N3,児童,児童[じどう],"children, juvenile",児童,
JLPT Tango N3 item 0102-2,N3,乳児,乳児[にゅうじ],infant (below 1 year old)生後一年から一年半ぐらいまでの子供。,乳児,
"""JLPT Tango N3 item 0103",,出身,出身[しゅっしん],"one's origin, one's hometown",彼はタイのバンコク出身だ。,"He's from Bangkok, Thailand."
JLPT Tango N3 item 0103-1,N3,出身大学,出身[しゅっしん]大学[だいがく],alma mater,出身大学,
JLPT Tango N3 item 0103-2,N3,出身地,出身[しゅっしん]地[ち],"hometown, place of origin",出身地,
"""JLPT Tango N3 item 0104",,生まれ,生[う]まれ,place of birth,私は大阪生まれだ。,I was born in Osaka.
JLPT Tango N3 item 0104-1,N3,生まれる,生[う]まれる,to be born,生まれる,
"""JLPT Tango N3 item 0105",,育ち,育[そだ]ち,place where one was raised,私は大阪生まれ、東京育ちだ。,I was born in Osaka and raised on Tokyo.
JLPT Tango N3 item 0105-1,N3,育つ,育[そだ]つ,"to be raised (e.g.child), to be brought up, to grow (up)",育つ,
"""JLPT Tango N3 item 0106",,行儀,行儀[ぎょうぎ],"etiquette, behavior",あの子は、迚も行儀がいい。,That child is very well behaved.
"""JLPT Tango N3 item 0107",,マナー,マナー,manners,彼はタバコのマナーを知らない。,He doesn't have any manners when it comes to smoking.
JLPT Tango N3 item 0107-1,N3,礼儀,礼儀[れいぎ],manners人としてふみ行うべき作法。,礼儀,
"""JLPT Tango N3 item 0108",,個人,個人[こじん],individual (person),個人のデータは、あまり教えない方がいい。,It's best not to give people your personal data.
JLPT Tango N3 item 0108-1,N3,個人情報,個人[こじん]情報[じょうほう],personal information,個人情報,
JLPT Tango N3 item 0108-2,N3,個人的な,個人[こじん]的[てき]な,"personal,&nbsp;private",個人的な,
"""JLPT Tango N3 item 0109",,アドレス,アドレス,mail address,アドレスは名刺に書いてある。,The mail address is written on the business card.
JLPT Tango N3 item 0109-1,N3,メールアドレス,メールアドレス,e-mail address,メールアドレス,
"""JLPT Tango N3 item 0110",,本人,本人[ほんにん],"person in question, said person",貴方が本人か、確認させて下さい。,Please let me confirm that you are the said person.
"""JLPT Tango N3 item 0111",,独身,独身[どくしん],single,彼は独身だが、結婚したいと言っていた。,"He is single, but he was saying that he wants to get married."
JLPT Tango N3 item 0111-1,N3,既婚,既婚[きこん],marriedすでに結婚していること。⇔未婚「－者」,既婚,
"""JLPT Tango N3 item 0112",,主婦,主婦[しゅふ],housewife,姉は主婦だが、仕事もしている。,"My older sister is a housewife, but she also has a job."
JLPT Tango N3 item 0112-1,N3,専業主婦,専業主婦[せんぎょうしゅふ],housewife就業せず，家事に専念する主婦。,専業主婦,
"""JLPT Tango N3 item 0113",,フリーター,フリーター,"freeter, part-time jobber",弟は大学を卒業してからずっとフリーターだ。,My younger brother has been a freeter ever since he graduated from college.
"""JLPT Tango N3 item 0114",,無職,無職[むしょく],unemployed,今は無職だが、来月から働く。,"I'm unemployed now, but I'll be working starting next month."
"""JLPT Tango N3 item 0115",,本日,本日[ほんじつ],"today, this day",本日はお忙しいところ、ありがとうございます。,Thank you for taking time out of your busy schedule today.
JLPT Tango N3 item 0115-1,N3,今日,今日[きょう],today現在過ごしつつある，この日。本日。,今日,
"""JLPT Tango N3 item 0116",,明日[1],明日[あす],tomorrow,明日の3時に、そちらに伺います。,I will visit you tomorrow at 3:00.
"""JLPT Tango N3 item 0117",,前日,前日[ぜんじつ],"the day before, the previous day",会議の前日に準備をする。,I will make preparations the day before the meeting.
"""JLPT Tango N3 item 0118",,翌日,翌日[よくじつ],"the next day, the following day",誕生日の翌日に、韓国に出張した。,"The day after my birthday, I went on a business trip to Korea."
JLPT Tango N3 item 0118-1,N3,翌年,翌年[よくねん],following yearその次の年。,翌年,
JLPT Tango N3 item 0118-2,N3,翌月,翌月[よくげつ],following monthその次の月。,翌月,
JLPT Tango N3 item 0118-3,N3,翌週,翌週[よくしゅう],the following weekその次の週。,翌週,
"""JLPT Tango N3 item 0119",,明々後日,明々後日[しあさって],three days' time (two days after tomorrow),私の誕生日は、明々後日だ。,My birthday is in three days.
"""JLPT Tango N3 item 0120",,一昨昨日,一昨昨日[さきおととい],three days ago,一昨昨日、高校のクラス会があった。,We had a high school reunion three days ago.
"""JLPT Tango N3 item 0121",,昨日,昨日[さくじつ],yesterday,昨日は、色々とお世話になりました。,Thank you for everything you did yesterday.
JLPT Tango N3 item 0121-1,N3,一昨日[×おととい],一昨日[いっさくじつ],day before yesterday昨日の前日。,一昨日[×おととい],
"""JLPT Tango N3 item 0122",,昨年,昨年[さくねん],last year,昨年の５月に日本に参りました。,I came to Japan in May of last year.
JLPT Tango N3 item 0121-2,N3,一昨年[×おととし],一昨年[いっさくねん],year before last昨年の前年。,一昨年[×おととし],
JLPT Tango N3 item 0121-3,N3,一昨年[×いっさくねん],一昨年[おととし],year before last昨年の前の年。,一昨年[×いっさくねん],
"""JLPT Tango N3 item 0123",,先日,先日[せんじつ],"yesterday, the other day",A「先日は、どうもありがとうございました。」B「こちらこそ、どうも。」,"A: Thank you for the other day.B: No, thank you."
"""JLPT Tango N3 item 0124",,再来週,再来週[さらいしゅう],the week after next,再来週は仕事が忙しくなりそうだ。,It looks like I'm going to get busy at work the week after next.
JLPT Tango N3 item 0124-1,N3,再来年,再来年[さらいねん],year after next,再来年,
JLPT Tango N3 item 0124-2,N3,再来月,再来月[さらいげつ],month after next,再来月,
"""JLPT Tango N3 item 0125",,先々週,先々週[せんせんしゅう],two weeks ago,先々週の試験が、今日やっと返ってきた。,The test from two weeks ago was finally returned today.
,N3,先々月,先々[せんせん]月[げつ],month before last,先々月,
"""JLPT Tango N3 item 0126",,上旬,上旬[じょうじゅん],"the beginning of a month, the first 10 days of a month",来月の上旬、タイに旅行に行きます。,I'm going to Thailand at the beginning of next month.
,N3,初旬,初旬[しょじゅん],first 10 days of the month月のはじめの１０日間。,初旬,
"""JLPT Tango N3 item 0127",,中旬,中旬[ちゅうじゅん],"the middle of a month, the middle 10 days of a month",今月の中旬迄にレポートを出して下さい。,Please submit the report by the middle of this month.
"""JLPT Tango N3 item 0128",,下旬,下旬[げじゅん],"later part of the month, last 10 (or 11) days in a month",毎月下旬になると、給料が楽しみだ。,"Toward the end of every month, I look forward to getting my salary."
"""JLPT Tango N3 item 0129",,深夜,深夜[しんや],late night,深夜になると、大きな声が聞こえる。,"When it gets late at night, I can hear a loud voice (coming from somewhere)."
,N3,深夜番組,深夜[しんや]番組[ばんぐみ],late-night show,深夜番組,
,N3,真夜中,真夜中[まよなか],midnight夜の一番更けた時。深夜。,真夜中,
"""JLPT Tango N3 item 0130",,未来,未来[みらい],future (broader scale for things like world events),子供達の明るい未来を考えよう。,Let's think about a bright future for the chlidren.
"""JLPT Tango N3 item 0131",,数日,数日[すうじつ],"several days (when specific numbers or amounts are unknown, or to express that there is a relatively little amount)",土曜日から数日は、天気が悪いそうだ。,"Starting Sunday, the weather is going to be bad for a few days."
,N3,数回,数[すう]回[かい],few (several) times二，三回から五，六回程度の回数。,数回,
,N3,数年,数[すう]年[ねん],several years,数年,
,N3,数か月,数[すう]か 月[げつ],several months,数か月,
"""JLPT Tango N3 item 0132",,以降,以降[いこう],"hereafter, thereafter",大地震以降、水を買っておくようになった。,"Since the big earthquake, I make sure to buy water."
,N3,以前,以前[いぜん],before; formerlyある時点よりも前。,以前,
,N3,以来,以来[いらい],"since, henceforth",以来,
,N3,以後,以後[いご],"after, sinceこれから先のこと。",以後,
"""JLPT Tango N3 item 0133",,朝食,朝食[ちょうしょく],breakfast,忙しくても、朝食は食べた方がいい。,"Even if you're busy, you should eat breakfast."
,N3,朝御飯,朝御飯[あさごはん],breakfast,朝御飯,
"""JLPT Tango N3 item 0134",,モーニング,モーニング,morning,あの店のモーニングセットは、安くて美味しい。,That restaurant's morning set meal is inexpensive and delicious.
"""JLPT Tango N3 item 0135",,昼食,昼食[ちゅうしょく],lunch,忙しいので、昼食はいつもサンドイッチです。,"I'm busy, so I always have a sandwich for lunch."
,N3,昼御飯,(お) 昼御飯[ひるごはん],lunch,(お)昼御飯,
"""JLPT Tango N3 item 0136",,ランチ,ランチ,lunch,ここのランチメニューは、美味しそうだ。,The lunch menu here looks delicious.
"""JLPT Tango N3 item 0137",,夕食,夕食[ゆうしょく],"dinner, evening meal",今日の夕食は、ちょっと遅くなりそうだ。,It seems that tonight's dinner is going to be a little late.
,N3,晩御飯,晩御飯[ばんごはん],dinner,晩御飯,
"""JLPT Tango N3 item 0138",,ディナー,ディナー,dinner (connotes a fancy or high-class meal)西洋料理で、正式の食事。とくに、夕食。,昨日のディナーは高級レストランで食べた。,"Yesterday, I ate dinner at a high-class restaurant."
"""JLPT Tango N3 item 0139",,デザート,デザート,dessert,お腹が一杯だが、デザートは食べられる。,"I'm full, but I can eat dessert."
"""JLPT Tango N3 item 0140",,お八つ,お 八[や]つ,snack午後の間食。お三時。また、一般に間食。,もうすぐ３時、お八つの時間ですよ。,"It's almost 3:00, tea time."
"""JLPT Tango N3 item 0141",,お数,お 数[かず],side dish食事の際の副食物。お菜。,毎日のお数を考えるのは大変だ。,It's hard work to think of side dishes everyday.
"""JLPT Tango N3 item 0142",,弁当,(お) 弁当[べんとう],"bento, boxed lunch",毎日、会社に弁当を持って行く。,I take a boxed lunch to work every day.
"""JLPT Tango N3 item 0143",,自炊,自炊[じすい] (する),"doing one's own cooking, cooking for oneself",日本に来てから、自炊を始めた。,"After coming to Japan, I started cooking for myself."
"""JLPT Tango N3 item 0144",,外食,外食[がいしょく] (する),eating out,週末は外食することがある。,I sometimes eat out on the weekends.
"""JLPT Tango N3 item 0145",,グルメ,グルメ,"foodie, food epicure",彼はグルメで、色々な店を知っている。,"He's a foodie, so he knows many restaurants."
"""JLPT Tango N3 item 0146",,奢る,奢[おご]る,to treat (someone to a meal),ボーナスを貰ったので、妹にディナーを奢った。,"I got my bonus, so I treated my younger sister to dinner."
,N3,奢り,奢[おご]り,treat (i.e. at somebody's expense)自分の金で他人にごちそうすること。,奢り,
,N3,御馳走する,御馳走[ごちそう]する,treating (someone)心を尽くして客をもてなすこと。,御馳走する,
"""JLPT Tango N3 item 0147",,食欲,食欲[しょくよく],appetite,最近、あまり食欲がない。,I haven't had much of an appetite lately.
"""JLPT Tango N3 item 0148",,注文,注文[ちゅうもん] (する),order,先に飲み物を注文しましょう。,Let's order drinks first.
"""JLPT Tango N3 item 0149",,乾杯,乾杯[かんぱい] (する),"toast, cheers",ワインで乾杯しましょう。,Let's toast with wine.
"""JLPT Tango N3 item 0150",,噛む,噛[か]む,"to bite, to chew",食事の時は、よく噛みましょう。,Be sure to chew your food well when eating.
"""JLPT Tango N3 item 0151",,味わう,味[あじ]わう,to taste,美味しい料理は、よく味わって食べよう。,Let's fully enjoy the flavor when we eat delicious food.
"""JLPT Tango N3 item 0152",,お代わり,お 代[か]わり,refill同じものを続けて飲食すること。また、そのもの。,味噌汁が美味しくて、お代わりした。,"The miso soup was so good, I got a refill."
"""JLPT Tango N3 item 0153",,残す,残[のこ]す,"to leave (behind, over)",ご飯が多すぎて、少し残した。,"There was too much rice, so I left some on the plate."
"""JLPT Tango N3 item 0154",,残り物,残り物[のこりもの],"leftovers, remains",今日の残り物は、明日食べよう。,Let's eat today's leftovers tomorrow.
"""JLPT Tango N3 item 0155",,勿体無い,勿体無[もったいな]い,waste,食べ物を残すなんて、勿体無い。,Leaving food on your plate is such a waste.
"""JLPT Tango N3 item 0156",,済ませる,済[す]ませる,"to finish, to get through",今日の昼ご飯はコンビニ弁当で済ませた。,"For lunch, I made do with a boxed lunch from a convenience store."
,N3,済ます,済[す]ます,getthrough &lt;with&gt;; conclude❶なしとげる。終わらせる。「午前中に用事を済ます。」❷かりた物などを返す。「しはらいを済ます。」❸それでよいことにしておく。「間に合わせる。」,済ます,
"""JLPT Tango N3 item 0157-001",,済む,済[す]む,to finish,もう晩ご飯の準備は済んだ。,I've already finished preparing dinner.
"""JLPT Tango N3 item 0157-002",,済む,済[す]む,"to be sufficient, to make do, to be brought to an end❶終わる。かたづく。「仕事が済む。」❷でき上がる。「建築が済む。」❸安心する。満足する。「気が済む。」❹間に合う。それだけで足りる。「このあたたかさならストーブなしで済む。」❺言いわけがたつ。解決する。",弁当を作れば、安く済む。,It would be cheaper to make your own boxed lunch.
"""JLPT Tango N3 item 0158",,量,量[りょう],"amount, portion",この店のスパゲッティは、量が少ない。,The portions of spaghetti at this restaurant are small.
"""JLPT Tango N3 item 0159",,バランス,バランス,balance,食事は、肉と野菜のバランスが大切だ。,It's important to have a good balance of meat and vegetables in your meals.
"""JLPT Tango N3 item 0160",,鍋,鍋[なべ],pot,スーパーで、大きな鍋を買った。,I bought a large pot at the supermarket.
"""JLPT Tango N3 item 0161",,フライパン,フライパン,frying pan,フライパンで、オムレツを作った。,I made an omelet with a frying pan.
"""JLPT Tango N3 item 0162",,包丁,包丁[ほうちょう],kitchen knife,私の家には包丁が１本しかない。,"At my house, I only have one kitchen knife."
"""JLPT Tango N3 item 0163",,俎板,俎板[まないた],cutting board,うちの俎板は、木でできている。,My cutting board is made of wood.
"""JLPT Tango N3 item 0164",,お玉,お 玉[たま],ladle,お玉で咖哩を、よく混ぜて下さい。,Thoroughly stir the curry with a ladle.
"""JLPT Tango N3 item 0165",,杓文字,杓文字[しゃもじ],"rice scoop, wooden spoon",この杓文字は、ご飯が付きにくい。,Rice doesn't stick much to this rice scoop.
"""JLPT Tango N3 item 0166",,大匙,大匙[おおさじ],tablespoon,まず、砂糖を大匙２杯入れて下さい。,"First, add two tablespoons of sugar."
,N3,小匙,小[こ]匙[さじ],teaspoon茶匙など小形のさじ。,小匙,
"""JLPT Tango N3 item 0167",,炊飯器,炊飯器[すいはんき],rice cooker,炊飯器で、ご飯を炊く。,Cook rice with a rice cooker.
,N3,炊く,炊[た]く,"to cook (grains, e.g. rice)",炊く,
"""JLPT Tango N3 item 0168",,流し台,流し台[ながしだい],sink,この流し台は石でできている。,This sink is made of stone.
"""JLPT Tango N3 item 0169",,電子レンジ,電子[でんし]レンジ,"""microwave""",電子レンジの「チン」という音が聞こえた。,I heard the microwave ding.
"""JLPT Tango N3 item 0170",,ガスレンジ,ガスレンジ,"gas stove, gas cooker",ガスレンジから変な臭いがする。,There is a strange smell coming from the gas stove.
"""JLPT Tango N3 item 0171",,調味料,調味料[ちょうみりょう],seasoning,台所に調味料が、沢山ある。,There are a lot of seasonings in the kitchen.
,N3,酢,酢[す],vinegar,酢,
,N3,胡椒,胡椒[こしょう],pepper,胡椒,
"""JLPT Tango N3 item 0172",,サラダ油,サラダ 油[あぶら],salad oil,サラダ油を買って来るのを忘れた。,I forgot to go and buy salad oil.
Suspend this card if you don't need to learn katakana-words.,N3,サラダオイル,サラダオイル,salad oil; same meaning as サラダ油,サラダオイル,
"""JLPT Tango N3 item 0173",,食品,食品[しょくひん],"food, food products",食品は近所のスーパーで買う。,I buy my food at the local supermarket.
,N3,レトルト食品,レトルト[れとると]食品[しょくひん],"retort pouch, food packed in sealed plastic pouch (In a chemistry laboratory, a retort is a glassware device used for distillation or dry distillation of substances); related or similar to 食品調理した食品をアルミなどのふくろにつめてさっきんしたもの。ふくろに入ったまま加熱して食べられ、長期間保存できる。",レトルト食品,
Suspend this card if you don't need to learn katakana-words.,N3,インスタント食品,インスタント 食品[しょくひん],instant foods,インスタント食品,
,N3,食料品,食料[しょくりょう]品[ひん],"food, food products; same meaning as 食品",食料品,
"""JLPT Tango N3 item 0174",,切らす,切[き]らす,"to run out of, to use up❶切れた状態にする。「息を切らす。」「しびれを切らす。❷たくわえておいたものを、なくす。「塩を切らす。」",醤油を切らしたので、コンビニに買いに行った。,"I ran out of soy sauce, so I went to buy some at the convenience store."
,N3,切れる,(～が) 切[き]れる,"to be out of, to be used up",(～が)切れる,
"""JLPT Tango N3 item 0175",,腐る,腐[くさ]る,"to spoil, to go bad",冷蔵庫の牛乳が、腐っていた。,The milk in the fridge went bad.
"""JLPT Tango N3 item 0176",,アルミホイル,アルミホイル,aluminium foil,アルミホイルで包んで、魚を焼く。,Wrap the fish in aluminium foil and bake it.
"""JLPT Tango N3 item 0177",,ラップ,ラップ(する),plastic wrap,残ったものはラップして、冷蔵庫に入れておく。,Wrap the leftovers and put them in the refrigerator.
"""JLPT Tango N3 item 0178",,お絞り,お 絞[しぼ]り,"hot towel, moistened hand towel",蟹を食べる時は、お絞りが必要だ。,"When eating crab, you need a wet towel."
"""JLPT Tango N3 item 0179",,食器,食器[しょっき],"tableware, dinnerware",クリスマスの料理に合う食器を選ぶ。,I'm going to pick out some tableware that goes with Christmas food.
